label,session_id,filename,source_path,center_path,numeral_path,center_bounds,numeral_bounds,numeral_bbox,numeral_status,numeral_score,numeral_confidence
1,20260722_123951_816375,20260722_123951_816375_03.png,dataset\d6\1\20260722_123951_816375_03.png,dataset_variants\d6_center\1\20260722_123951_816375_03.png,dataset_variants\d6_numeral\1\20260722_123951_816375_03.png,"[20, 20, 107, 107]","[-2, 19, 103, 124]","[29, 61, 39, 28]",detected,6.667311670999968,0.8240505289216808
1,20260722_123951_816375,20260722_123951_816375_06.png,dataset\d6\1\20260722_123951_816375_06.png,dataset_variants\d6_center\1\20260722_123951_816375_06.png,dataset_variants\d6_numeral\1\20260722_123951_816375_06.png,"[20, 20, 107, 107]","[36, 30, 97, 91]","[66, 58, 4, 4]",detected,5.471527693120453,0.6616268505897821
1,20260722_123951_816375,20260722_123951_816375_10.png,dataset\d6\1\20260722_123951_816375_10.png,dataset_variants\d6_center\1\20260722_123951_816375_10.png,dataset_variants\d6_numeral\1\20260722_123951_816375_10.png,"[20, 20, 107, 107]","[40, 19, 101, 80]","[65, 39, 18, 11]",detected,5.593586811030953,0.7888613131482379
1,20260722_124030_388169,20260722_124030_388169_05.png,dataset\d6\1\20260722_124030_388169_05.png,dataset_variants\d6_center\1\20260722_124030_388169_05.png,dataset_variants\d6_numeral\1\20260722_124030_388169_05.png,"[20, 20, 107, 107]","[11, 11, 116, 116]",,fallback-no-numeral,0.0,0.0
1,20260722_124030_388169,20260722_124030_388169_07.png,dataset\d6\1\20260722_124030_388169_07.png,dataset_variants\d6_center\1\20260722_124030_388169_07.png,dataset_variants\d6_numeral\1\20260722_124030_388169_07.png,"[20, 20, 107, 107]","[15, 29, 96, 110]","[39, 63, 27, 19]",detected,6.966188453977306,0.6569952677579913
1,20260722_124030_388169,20260722_124030_388169_10.png,dataset\d6\1\20260722_124030_388169_10.png,dataset_variants\d6_center\1\20260722_124030_388169_10.png,dataset_variants\d6_numeral\1\20260722_124030_388169_10.png,"[20, 20, 107, 107]","[40, 18, 101, 79]","[64, 37, 20, 12]",detected,5.436301896324935,0.7838013812240965
1,20260722_124259_575308,20260722_124259_575308_10.png,dataset\d6\1\20260722_124259_575308_10.png,dataset_variants\d6_center\1\20260722_124259_575308_10.png,dataset_variants\d6_numeral\1\20260722_124259_575308_10.png,"[20, 20, 107, 107]","[24, 12, 85, 73]","[50, 33, 5, 6]",detected,2.697898501795861,0.5723071831428497
1,20260722_124334_867351,20260722_124334_867351_05.png,dataset\d6\1\20260722_124334_867351_05.png,dataset_variants\d6_center\1\20260722_124334_867351_05.png,dataset_variants\d6_numeral\1\20260722_124334_867351_05.png,"[20, 20, 107, 107]","[15, 31, 93, 109]","[43, 61, 20, 26]",detected,6.683983220419973,0.8006061922356723
1,20260722_124407_818902,20260722_124407_818902_04.png,dataset\d6\1\20260722_124407_818902_04.png,dataset_variants\d6_center\1\20260722_124407_818902_04.png,dataset_variants\d6_numeral\1\20260722_124407_818902_04.png,"[20, 20, 107, 107]","[11, 21, 104, 114]","[41, 60, 31, 17]",detected,6.971111251273687,0.9381200603349691
1,20260722_124448_049182,20260722_124448_049182_03.png,dataset\d6\1\20260722_124448_049182_03.png,dataset_variants\d6_center\1\20260722_124448_049182_03.png,dataset_variants\d6_numeral\1\20260722_124448_049182_03.png,"[20, 20, 107, 107]","[13, 23, 74, 84]","[36, 49, 3, 4]",detected-low-confidence,3.1245468574762785,0.4430583606443482
1,20260722_124448_049182,20260722_124448_049182_07.png,dataset\d6\1\20260722_124448_049182_07.png,dataset_variants\d6_center\1\20260722_124448_049182_07.png,dataset_variants\d6_numeral\1\20260722_124448_049182_07.png,"[20, 20, 107, 107]","[2, 10, 107, 115]","[33, 46, 38, 43]",detected,7.299167339493057,0.7955127451368308
1,20260722_124448_049182,20260722_124448_049182_08.png,dataset\d6\1\20260722_124448_049182_08.png,dataset_variants\d6_center\1\20260722_124448_049182_08.png,dataset_variants\d6_numeral\1\20260722_124448_049182_08.png,"[20, 20, 107, 107]","[21, 19, 82, 80]","[46, 42, 4, 5]",detected,3.4342699534868455,0.6919537854832798
1,20260722_124526_524373,20260722_124526_524373_08.png,dataset\d6\1\20260722_124526_524373_08.png,dataset_variants\d6_center\1\20260722_124526_524373_08.png,dataset_variants\d6_numeral\1\20260722_124526_524373_08.png,"[20, 20, 107, 107]","[14, 19, 75, 80]","[37, 43, 4, 4]",detected-low-confidence,3.007017264872174,0.41706500423487025
1,20260722_124526_524373,20260722_124526_524373_09.png,dataset\d6\1\20260722_124526_524373_09.png,dataset_variants\d6_center\1\20260722_124526_524373_09.png,dataset_variants\d6_numeral\1\20260722_124526_524373_09.png,"[20, 20, 107, 107]","[49, 27, 110, 88]","[79, 46, 13, 18]",detected,5.460555483907042,0.7352502493991397
1,20260722_124611_496140,20260722_124611_496140_05.png,dataset\d6\1\20260722_124611_496140_05.png,dataset_variants\d6_center\1\20260722_124611_496140_05.png,dataset_variants\d6_numeral\1\20260722_124611_496140_05.png,"[20, 20, 107, 107]","[4, 6, 109, 111]","[33, 37, 53, 46]",detected,8.320154904550245,0.9361105584042859
1,20260722_124611_496140,20260722_124611_496140_09.png,dataset\d6\1\20260722_124611_496140_09.png,dataset_variants\d6_center\1\20260722_124611_496140_09.png,dataset_variants\d6_numeral\1\20260722_124611_496140_09.png,"[20, 20, 107, 107]","[30, 6, 135, 111]","[84, 33, 15, 42]",detected,5.321653786018152,0.5163350501263625
1,20260722_124638_682863,20260722_124638_682863_08.png,dataset\d6\1\20260722_124638_682863_08.png,dataset_variants\d6_center\1\20260722_124638_682863_08.png,dataset_variants\d6_numeral\1\20260722_124638_682863_08.png,"[20, 20, 107, 107]","[32, 33, 93, 94]","[60, 61, 6, 5]",detected,5.554280643058342,0.7421117187260424
1,20260722_124800_684434,20260722_124800_684434_07.png,dataset\d6\1\20260722_124800_684434_07.png,dataset_variants\d6_center\1\20260722_124800_684434_07.png,dataset_variants\d6_numeral\1\20260722_124800_684434_07.png,"[20, 20, 107, 107]","[43, 34, 104, 95]","[75, 62, 5, 5]",detected,6.5243646434893146,0.6679265321394943
1,20260722_124842_737040,20260722_124842_737040_01.png,dataset\d6\1\20260722_124842_737040_01.png,dataset_variants\d6_center\1\20260722_124842_737040_01.png,dataset_variants\d6_numeral\1\20260722_124842_737040_01.png,"[20, 20, 107, 107]","[7, 18, 103, 114]","[37, 59, 32, 16]",detected,6.83321560019878,0.9115038334672029
1,20260722_124842_737040,20260722_124842_737040_08.png,dataset\d6\1\20260722_124842_737040_08.png,dataset_variants\d6_center\1\20260722_124842_737040_08.png,dataset_variants\d6_numeral\1\20260722_124842_737040_08.png,"[20, 20, 107, 107]","[42, 22, 103, 83]","[68, 42, 17, 14]",detected,5.70588126794621,0.7844544513978435
1,20260722_124842_737040,20260722_124842_737040_09.png,dataset\d6\1\20260722_124842_737040_09.png,dataset_variants\d6_center\1\20260722_124842_737040_09.png,dataset_variants\d6_numeral\1\20260722_124842_737040_09.png,"[20, 20, 107, 107]","[11, 26, 116, 131]","[42, 62, 48, 41]",detected,7.367762769311425,0.81811437420709
1,20260722_124913_776167,20260722_124913_776167_05.png,dataset\d6\1\20260722_124913_776167_05.png,dataset_variants\d6_center\1\20260722_124913_776167_05.png,dataset_variants\d6_numeral\1\20260722_124913_776167_05.png,"[20, 20, 107, 107]","[14, 4, 119, 109]","[48, 37, 47, 40]",detected,7.531860418754185,0.8929123741256085
1,20260722_124947_504032,20260722_124947_504032_05.png,dataset\d6\1\20260722_124947_504032_05.png,dataset_variants\d6_center\1\20260722_124947_504032_05.png,dataset_variants\d6_numeral\1\20260722_124947_504032_05.png,"[20, 20, 107, 107]","[36, 19, 97, 80]","[65, 42, 5, 6]",detected,4.244826695728987,0.5960531984147859
1,20260722_124947_504032,20260722_124947_504032_06.png,dataset\d6\1\20260722_124947_504032_06.png,dataset_variants\d6_center\1\20260722_124947_504032_06.png,dataset_variants\d6_numeral\1\20260722_124947_504032_06.png,"[20, 20, 107, 107]","[18, 7, 123, 112]","[43, 37, 50, 40]",detected,8.252563583663099,0.9420660928986673
1,20260722_124947_504032,20260722_124947_504032_10.png,dataset\d6\1\20260722_124947_504032_10.png,dataset_variants\d6_center\1\20260722_124947_504032_10.png,dataset_variants\d6_numeral\1\20260722_124947_504032_10.png,"[20, 20, 107, 107]","[27, 14, 88, 75]","[54, 36, 4, 4]",detected,3.0315582539483885,0.6349986425427724
1,20260722_125131_020923,20260722_125131_020923_05.png,dataset\d6\1\20260722_125131_020923_05.png,dataset_variants\d6_center\1\20260722_125131_020923_05.png,dataset_variants\d6_numeral\1\20260722_125131_020923_05.png,"[20, 20, 107, 107]","[-5, 12, 100, 117]","[21, 43, 42, 43]",detected,6.976928559585432,0.7382287915404708
1,20260722_132421_164914,20260722_132421_164914_03.png,dataset\d6\1\20260722_132421_164914_03.png,dataset_variants\d6_center\1\20260722_132421_164914_03.png,dataset_variants\d6_numeral\1\20260722_132421_164914_03.png,"[20, 20, 107, 107]","[22, 18, 83, 79]","[42, 42, 15, 5]",detected,4.122906888528878,0.6769092826960766
1,20260722_132600_672052,20260722_132600_672052_02.png,dataset\d6\1\20260722_132600_672052_02.png,dataset_variants\d6_center\1\20260722_132600_672052_02.png,dataset_variants\d6_numeral\1\20260722_132600_672052_02.png,"[20, 20, 107, 107]","[2, 6, 107, 111]","[39, 40, 22, 38]",detected,7.169352724366269,0.6709599296332749
1,20260722_132600_672052,20260722_132600_672052_07.png,dataset\d6\1\20260722_132600_672052_07.png,dataset_variants\d6_center\1\20260722_132600_672052_07.png,dataset_variants\d6_numeral\1\20260722_132600_672052_07.png,"[20, 20, 107, 107]","[7, 10, 112, 115]","[41, 45, 40, 43]",detected,8.365235060396131,0.9719668278987528
1,20260722_132600_672052,20260722_132600_672052_09.png,dataset\d6\1\20260722_132600_672052_09.png,dataset_variants\d6_center\1\20260722_132600_672052_09.png,dataset_variants\d6_numeral\1\20260722_132600_672052_09.png,"[20, 20, 107, 107]","[13, 28, 97, 112]","[47, 58, 13, 28]",detected,7.167583513035262,0.8116044460150289
1,20260722_132629_461206,20260722_132629_461206_01.png,dataset\d6\1\20260722_132629_461206_01.png,dataset_variants\d6_center\1\20260722_132629_461206_01.png,dataset_variants\d6_numeral\1\20260722_132629_461206_01.png,"[20, 20, 107, 107]","[47, 43, 108, 104]","[76, 69, 13, 17]",detected,4.943501036604236,0.6398693020533437
1,20260722_132629_461206,20260722_132629_461206_08.png,dataset\d6\1\20260722_132629_461206_08.png,dataset_variants\d6_center\1\20260722_132629_461206_08.png,dataset_variants\d6_numeral\1\20260722_132629_461206_08.png,"[20, 20, 107, 107]","[34, 24, 95, 85]","[63, 51, 4, 5]",detected,6.708954613730109,0.7295942515252
1,20260722_133008_927639,20260722_133008_927639_10.png,dataset\d6\1\20260722_133008_927639_10.png,dataset_variants\d6_center\1\20260722_133008_927639_10.png,dataset_variants\d6_numeral\1\20260722_133008_927639_10.png,"[20, 20, 107, 107]","[11, 12, 116, 117]","[41, 51, 52, 39]",detected,8.275886252063719,0.986729800968843
1,20260722_133101_308129,20260722_133101_308129_02.png,dataset\d6\1\20260722_133101_308129_02.png,dataset_variants\d6_center\1\20260722_133101_308129_02.png,dataset_variants\d6_numeral\1\20260722_133101_308129_02.png,"[20, 20, 107, 107]","[18, 7, 123, 112]","[50, 33, 43, 46]",detected,7.755581381198294,0.9222556883122702
1,20260722_133101_308129,20260722_133101_308129_03.png,dataset\d6\1\20260722_133101_308129_03.png,dataset_variants\d6_center\1\20260722_133101_308129_03.png,dataset_variants\d6_numeral\1\20260722_133101_308129_03.png,"[20, 20, 107, 107]","[12, 17, 117, 122]","[49, 60, 37, 20]",detected,7.53763573247117,0.8135507000985888
1,20260722_133101_308129,20260722_133101_308129_05.png,dataset\d6\1\20260722_133101_308129_05.png,dataset_variants\d6_center\1\20260722_133101_308129_05.png,dataset_variants\d6_numeral\1\20260722_133101_308129_05.png,"[20, 20, 107, 107]","[27, 43, 88, 104]","[52, 66, 10, 19]",detected,5.723290339200367,0.7220327875347687
1,20260722_133101_308129,20260722_133101_308129_08.png,dataset\d6\1\20260722_133101_308129_08.png,dataset_variants\d6_center\1\20260722_133101_308129_08.png,dataset_variants\d6_numeral\1\20260722_133101_308129_08.png,"[20, 20, 107, 107]","[51, 38, 112, 99]","[83, 61, 9, 19]",detected,5.154178642992332,0.47869544220786814
1,20260722_133142_146055,20260722_133142_146055_08.png,dataset\d6\1\20260722_133142_146055_08.png,dataset_variants\d6_center\1\20260722_133142_146055_08.png,dataset_variants\d6_numeral\1\20260722_133142_146055_08.png,"[20, 20, 107, 107]","[51, 37, 112, 98]","[84, 60, 7, 19]",detected,4.997556324059291,0.5586832144576024
1,20260722_133217_729993,20260722_133217_729993_03.png,dataset\d6\1\20260722_133217_729993_03.png,dataset_variants\d6_center\1\20260722_133217_729993_03.png,dataset_variants\d6_numeral\1\20260722_133217_729993_03.png,"[20, 20, 107, 107]","[14, 24, 98, 108]","[41, 57, 28, 18]",detected,6.875531715498003,0.8802772585905609
1,20260722_133217_729993,20260722_133217_729993_05.png,dataset\d6\1\20260722_133217_729993_05.png,dataset_variants\d6_center\1\20260722_133217_729993_05.png,dataset_variants\d6_numeral\1\20260722_133217_729993_05.png,"[20, 20, 107, 107]","[36, 26, 97, 87]","[65, 52, 6, 6]",detected,5.323805834160886,0.7819057257206733
1,20260722_133246_991396,20260722_133246_991396_05.png,dataset\d6\1\20260722_133246_991396_05.png,dataset_variants\d6_center\1\20260722_133246_991396_05.png,dataset_variants\d6_numeral\1\20260722_133246_991396_05.png,"[20, 20, 107, 107]","[48, 41, 111, 104]","[80, 64, 11, 21]",detected,5.64677876284627,0.6486066315508562
1,20260722_133246_991396,20260722_133246_991396_09.png,dataset\d6\1\20260722_133246_991396_09.png,dataset_variants\d6_center\1\20260722_133246_991396_09.png,dataset_variants\d6_numeral\1\20260722_133246_991396_09.png,"[20, 20, 107, 107]","[15, 6, 120, 111]","[47, 44, 41, 28]",detected,7.714215645001634,0.9045957082816477
1,20260722_133324_847364,20260722_133324_847364_02.png,dataset\d6\1\20260722_133324_847364_02.png,dataset_variants\d6_center\1\20260722_133324_847364_02.png,dataset_variants\d6_numeral\1\20260722_133324_847364_02.png,"[20, 20, 107, 107]","[45, 40, 106, 101]","[76, 69, 7, 11]",detected,4.715098253282622,0.770540225337719
1,20260722_133324_847364,20260722_133324_847364_09.png,dataset\d6\1\20260722_133324_847364_09.png,dataset_variants\d6_center\1\20260722_133324_847364_09.png,dataset_variants\d6_numeral\1\20260722_133324_847364_09.png,"[20, 20, 107, 107]","[23, 25, 107, 109]","[59, 55, 16, 28]",detected,7.562862572552267,0.9260243748203002
1,20260722_133403_435614,20260722_133403_435614_04.png,dataset\d6\1\20260722_133403_435614_04.png,dataset_variants\d6_center\1\20260722_133403_435614_04.png,dataset_variants\d6_numeral\1\20260722_133403_435614_04.png,"[20, 20, 107, 107]","[17, 22, 122, 127]","[54, 60, 45, 34]",detected,6.607339424685718,0.5347754742335458
1,20260722_133512_747077,20260722_133512_747077_06.png,dataset\d6\1\20260722_133512_747077_06.png,dataset_variants\d6_center\1\20260722_133512_747077_06.png,dataset_variants\d6_numeral\1\20260722_133512_747077_06.png,"[20, 20, 107, 107]","[49, 42, 110, 103]","[80, 67, 10, 19]",detected,4.841883146518555,0.7233039855262031
1,20260722_133512_747077,20260722_133512_747077_08.png,dataset\d6\1\20260722_133512_747077_08.png,dataset_variants\d6_center\1\20260722_133512_747077_08.png,dataset_variants\d6_numeral\1\20260722_133512_747077_08.png,"[20, 20, 107, 107]","[43, 26, 104, 87]","[73, 48, 9, 11]",detected,5.260242787642603,0.8176061977639539
1,20260722_133540_017708,20260722_133540_017708_09.png,dataset\d6\1\20260722_133540_017708_09.png,dataset_variants\d6_center\1\20260722_133540_017708_09.png,dataset_variants\d6_numeral\1\20260722_133540_017708_09.png,"[20, 20, 107, 107]","[8, 10, 113, 115]","[36, 42, 41, 42]",detected,8.212457828275316,0.9708953325929566
1,20260722_133540_017708,20260722_133540_017708_10.png,dataset\d6\1\20260722_133540_017708_10.png,dataset_variants\d6_center\1\20260722_133540_017708_10.png,dataset_variants\d6_numeral\1\20260722_133540_017708_10.png,"[20, 20, 107, 107]","[30, 32, 91, 93]","[57, 59, 7, 5]",detected,5.648089701573051,0.6628183850561041
1,20260722_133612_367329,20260722_133612_367329_08.png,dataset\d6\1\20260722_133612_367329_08.png,dataset_variants\d6_center\1\20260722_133612_367329_08.png,dataset_variants\d6_numeral\1\20260722_133612_367329_08.png,"[20, 20, 107, 107]","[26, 18, 87, 79]","[49, 39, 15, 8]",detected,5.105469979024296,0.6924709415369145
1,20260722_133650_836523,20260722_133650_836523_07.png,dataset\d6\1\20260722_133650_836523_07.png,dataset_variants\d6_center\1\20260722_133650_836523_07.png,dataset_variants\d6_numeral\1\20260722_133650_836523_07.png,"[20, 20, 107, 107]","[49, 40, 110, 101]","[82, 62, 9, 19]",detected,5.2110840038759125,0.7100950895177072
1,20260722_133717_049533,20260722_133717_049533_01.png,dataset\d6\1\20260722_133717_049533_01.png,dataset_variants\d6_center\1\20260722_133717_049533_01.png,dataset_variants\d6_numeral\1\20260722_133717_049533_01.png,"[20, 20, 107, 107]","[2, 9, 107, 114]","[40, 40, 25, 40]",detected,7.411947176648815,0.8672186124459581
1,20260722_133717_049533,20260722_133717_049533_05.png,dataset\d6\1\20260722_133717_049533_05.png,dataset_variants\d6_center\1\20260722_133717_049533_05.png,dataset_variants\d6_numeral\1\20260722_133717_049533_05.png,"[20, 20, 107, 107]","[5, 16, 104, 115]","[35, 52, 33, 27]",detected,6.968020598895974,0.8704542831996225
1,20260722_133717_049533,20260722_133717_049533_06.png,dataset\d6\1\20260722_133717_049533_06.png,dataset_variants\d6_center\1\20260722_133717_049533_06.png,dataset_variants\d6_numeral\1\20260722_133717_049533_06.png,"[20, 20, 107, 107]","[0, 20, 105, 125]","[31, 56, 39, 42]",detected,7.284612785622859,0.8365528475493873
1,20260722_133805_121328,20260722_133805_121328_10.png,dataset\d6\1\20260722_133805_121328_10.png,dataset_variants\d6_center\1\20260722_133805_121328_10.png,dataset_variants\d6_numeral\1\20260722_133805_121328_10.png,"[20, 20, 107, 107]","[32, 52, 93, 113]","[59, 86, 8, 8]",detected,3.5495955630330913,0.586372909607694
1,20260722_133947_356048,20260722_133947_356048_06.png,dataset\d6\1\20260722_133947_356048_06.png,dataset_variants\d6_center\1\20260722_133947_356048_06.png,dataset_variants\d6_numeral\1\20260722_133947_356048_06.png,"[20, 20, 107, 107]","[17, 34, 89, 106]","[41, 61, 21, 24]",detected,6.647842964915015,0.7865938503850591
1,20260722_133947_356048,20260722_133947_356048_07.png,dataset\d6\1\20260722_133947_356048_07.png,dataset_variants\d6_center\1\20260722_133947_356048_07.png,dataset_variants\d6_numeral\1\20260722_133947_356048_07.png,"[20, 20, 107, 107]","[13, 5, 118, 110]","[47, 41, 37, 39]",detected,7.264626010286449,0.7664410211268328
1,20260722_134029_707557,20260722_134029_707557_01.png,dataset\d6\1\20260722_134029_707557_01.png,dataset_variants\d6_center\1\20260722_134029_707557_01.png,dataset_variants\d6_numeral\1\20260722_134029_707557_01.png,"[20, 20, 107, 107]","[24, 9, 129, 114]","[75, 36, 15, 42]",detected,6.241751823453159,0.7950482469555341
